food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster
"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw",2.1,0.749,0.0,21.1,0.0,103.3,4,0,4-0
"Veal, breast, separable fat, cooked",53.35,21.407,0.0,9.4,0.0,517.8,2,0,2-0
"Veal, shank (fore and hind), separable lean and fat, raw",3.48,1.06,0.0,19.15,0.0,107.9,4,0,4-0
"Veal, shank (fore and hind), separable lean and fat, cooked, braised",6.2,2.078,0.0,31.54,0.0,182.0,4,0,4-0
"Veal, shank (fore and hind), separable lean only, raw",2.83,0.738,0.0,19.28,0.0,102.6,4,0,4-0
"Veal, shank (fore and hind), separable lean only, cooked, braised",4.33,1.14,0.0,32.22,0.0,167.8,4,0,4-0
"Lamb, Australian, imported, fresh, separable fat, raw",68.87,35.353,0.0,6.27,0.0,644.9,3,0,3-0
"Lamb, Australian, imported, fresh, separable fat, cooked",66.4,34.751,0.0,9.42,0.0,635.3,3,0,3-0
"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",12.68,5.981,0.0,18.85,0.0,189.5,4,0,4-0
"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",14.44,6.794,0.0,24.78,0.0,229.1,4,0,4-0
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, raw",5.23,2.081,0.0,20.46,0.0,128.9,4,0,4-0
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted",8.1,3.297,0.0,27.31,0.0,182.1,4,0,4-0
"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, raw",13.48,6.389,0.0,18.59,0.0,195.7,4,0,4-0
"Lamb, Australian, imported, fresh, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",13.69,6.341,0.0,25.25,0.0,224.2,4,0,4-0
"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, raw",5.1,2.008,0.0,20.45,0.0,127.7,4,0,4-0
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",10.65,4.508,0.0,27.75,0.0,206.8,4,0,4-0
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",14.38,6.898,0.0,18.33,0.0,202.7,4,0,4-0
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",13.83,6.414,0.0,25.75,0.0,227.5,4,0,4-0
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, raw",4.91,1.948,0.0,20.43,0.0,125.9,4,0,4-0
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, broiled",7.68,3.111,0.0,26.75,0.0,176.1,4,0,4-0
"Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, raw",13.38,6.401,0.0,19.32,0.0,197.7,4,0,4-0
"Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",12.25,5.572,0.0,25.49,0.0,212.2,4,0,4-0
"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw",6.24,2.673,0.0,21.0,0.0,140.2,4,0,4-0
"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, grilled",11.68,5.69,0.0,32.16,0.0,233.8,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",20.47,9.907,0.0,16.68,0.0,251.0,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked",21.65,10.324,0.0,23.58,0.0,289.2,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8"" fat, raw",8.01,3.355,0.0,19.36,0.0,149.5,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8"" fat, cooked",13.44,5.843,0.0,26.18,0.0,225.7,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw",21.28,10.3,0.0,16.48,0.0,257.4,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",22.03,10.51,0.0,21.71,0.0,285.1,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw",9.09,3.883,0.0,19.1,0.0,158.2,4,0,4-0
"Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",14.38,6.334,0.0,23.83,0.0,224.7,4,0,4-0
"Game meat, bison, chuck, shoulder clod, separable lean only, raw",3.15,1.345,0.0,21.12,0.0,112.8,4,0,4-0
"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",5.67,2.419,0.0,29.45,0.0,168.8,4,0,4-0
"Game meat, bison, top round, separable lean only, 1"" steak, cooked, broiled",4.96,1.957,0.0,30.18,0.0,165.4,4,0,4-0
"Game meat, bison, top round, separable lean only, 1"" steak, raw",2.43,1.039,0.0,23.32,0.0,115.2,4,0,4-0
"Game meat, deer, ground, raw",7.13,3.361,0.0,21.78,0.0,151.3,4,0,4-0
"Game meat, deer, ground, cooked, pan-broiled",8.22,3.993,0.0,26.45,0.0,179.8,4,0,4-0
"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",2.38,1.351,0.0,30.2,0.0,142.2,4,0,4-0
"Game meat, deer, shoulder clod, separable lean only, cooked, braised",3.95,2.239,0.0,36.28,0.0,180.7,4,0,4-0
"Veal, Australian, shank, hind, bone-in, separable lean only, raw",4.47,1.7,0.0,20.37,0.0,121.7,4,0,4-0
"Veal, Australian, shank, hind, bone-in, separable lean and fat, raw",7.2,2.951,0.0,19.78,0.0,143.9,4,0,4-0
"Lamb, Australian, ground,  85% lean / 15% fat, raw",20.71,9.926,0.0,17.14,0.0,255.0,4,0,4-0
"Lamb, New Zealand, imported, Intermuscular fat, cooked",62.44,26.327,0.0,8.53,0.0,596.1,3,0,3-0
"Lamb, New Zealand, imported, breast, separable lean only, cooked, braised",17.53,6.004,0.0,28.16,0.0,270.4,4,0,4-0
"Lamb, New Zealand, imported, breast, separable lean only, raw",7.98,2.738,1.02,18.31,0.0,149.1,4,0,4-0
"Lamb, New Zealand, imported, chump, boneless, separable lean only, cooked, fast roasted",5.27,1.769,0.0,23.69,0.0,142.2,4,0,4-0
"Lamb, New Zealand, imported, subcutaneous fat, cooked",72.28,31.441,0.62,5.24,0.0,674.0,3,0,3-0
"Lamb, New Zealand, imported, liver, cooked, soaked and fried",6.56,1.959,1.48,25.8,0.0,168.2,4,0,4-0
"Lamb, New Zealand, imported, liver, raw",4.92,1.514,2.22,20.7,0.0,136.0,4,0,4-0
"Lamb, New Zealand, imported, ground lamb, cooked, braised",11.34,4.378,0.0,22.6,0.0,192.5,4,0,4-0
"Lamb, New Zealand, imported, ground lamb, raw",12.41,4.848,0.0,20.33,0.0,193.0,4,0,4-0
"Lamb, New Zealand, imported, testes, cooked, soaked and fried",4.56,1.461,0.0,21.01,0.0,125.1,4,0,4-0
"Lamb, New Zealand, imported, tongue - swiss cut, cooked, soaked and simmered",22.04,7.341,0.86,17.51,0.0,271.8,4,0,4-0
"Lamb, New Zealand, imported, tongue - swiss cut, raw",18.61,5.896,0.0,14.27,0.0,224.6,4,0,4-0
"Lamb, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",4.81,1.799,0.0,27.94,0.0,155.0,4,0,4-0
"Lamb, New Zealand, imported, tenderloin, separable lean only, raw",3.81,1.26,0.0,20.53,0.0,116.4,4,0,4-0
"Lamb, New Zealand, imported, loin saddle, separable lean only, cooked, fast roasted",6.7,2.514,0.0,25.53,0.0,162.4,4,0,4-0
"Lamb, New Zealand, imported, loin saddle, separable lean only, raw",5.32,1.96,0.0,20.86,0.0,131.3,4,0,4-0
"Lamb, New Zealand, imported, neck chops, separable lean only, cooked, braised",15.36,6.085,0.0,31.4,0.0,263.8,4,0,4-0
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, cooked, slow roasted",10.91,3.262,0.0,25.14,0.0,198.8,4,0,4-0
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, raw",6.88,2.125,0.0,20.2,0.0,142.7,4,0,4-0
"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, cooked, fast roasted",8.38,3.196,0.0,24.39,0.0,173.0,4,0,4-0
"Lamb, New Zealand, imported, flap, boneless, separable lean and fat, cooked, braised",32.63,13.534,0.14,20.48,0.0,376.2,2,0,2-0
"Lamb, New Zealand, imported, flap, boneless, separable lean and fat, raw",30.14,12.704,0.27,16.17,0.0,337.0,2,0,2-0
"Lamb, New Zealand, imported, hind-shank, separable lean and fat, cooked, braised",14.22,5.405,0.04,29.59,0.0,246.5,4,0,4-0
"Lamb, New Zealand, imported, hind-shank, separable lean and fat, raw",12.12,4.861,0.73,18.39,0.0,185.6,4,0,4-0
"Lamb, New Zealand, imported, loin, boneless, separable lean and fat, cooked, fast roasted",4.57,1.614,0.0,28.96,0.0,157.0,4,0,4-0
"Lamb, New Zealand, imported, loin, boneless, separable lean and fat, raw",3.99,1.289,0.0,21.44,0.0,121.7,4,0,4-0
"Lamb, New Zealand, imported, neck chops, separable lean and fat, cooked, braised",21.43,8.74,0.03,28.53,0.0,307.1,4,0,4-0
"Lamb, New Zealand, imported, neck chops, separable lean and fat, raw",17.9,7.514,0.14,17.43,0.0,231.4,4,0,4-0
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, cooked, slow roasted",22.33,8.431,0.05,21.45,0.0,287.0,4,0,4-0
"Lamb, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",5.0,1.882,0.0,27.87,0.0,156.5,4,0,4-0
"Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted",11.2,4.41,0.01,23.56,0.0,195.1,4,0,4-0
"Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, raw",9.96,4.305,0.05,19.88,0.0,169.4,4,0,4-0
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, cooked, slow roasted",12.68,4.788,0.03,23.41,0.0,207.9,4,0,4-0
"Veal, leg, top round, cap off, cutlet, boneless, raw",2.07,0.805,0.0,22.07,0.0,106.9,4,0,4-0
"Veal, loin, chop, separable lean only, cooked, grilled",4.44,1.742,0.07,29.75,0.0,159.2,4,0,4-0
"Veal, shank, separable lean only, raw",1.64,0.639,0.0,19.77,0.0,93.8,4,0,4-0
"Veal, foreshank, osso buco, separable lean only, cooked, braised",4.51,1.658,0.0,29.12,0.0,157.1,4,0,4-0
"Veal, seam fat only, cooked",50.17,16.316,2.11,11.16,0.0,504.6,2,0,2-0
"Veal, shank, separable lean and fat, raw",3.3,1.176,0.0,19.28,0.0,106.8,4,0,4-0
"Veal, foreshank, osso buco, separable lean and fat, cooked, braised",7.77,2.712,0.11,27.94,0.0,182.1,4,0,4-0
"Veal, loin, chop, separable lean and fat, cooked, grilled",9.48,3.378,0.16,28.04,0.0,198.1,4,0,4-0
"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",10.57,3.715,0.15,25.72,0.0,198.6,4,0,4-0
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, raw",4.73,1.857,0.0,23.42,0.0,136.2,4,0,4-0
"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, raw",5.24,2.277,0.0,22.28,0.0,136.3,4,0,4-0
"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted",9.59,4.359,0.0,32.08,0.0,214.6,4,0,4-0
"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, raw",4.33,1.774,0.0,23.11,0.0,131.4,4,0,4-0
"Lamb, Australian, imported, fresh, seam fat, raw",44.01,21.397,0.0,15.65,0.0,458.7,2,0,2-0
"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",12.04,5.223,0.0,27.54,0.0,218.5,4,0,4-0
"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",11.43,5.361,0.0,20.97,0.0,186.8,4,0,4-0
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",5.52,2.255,0.0,23.23,0.0,142.6,4,0,4-0
"Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, grilled",11.5,5.627,0.0,33.17,0.0,236.2,4,0,4-0
"Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, roasted",9.91,4.743,0.0,25.95,0.0,193.0,4,0,4-0
"Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",20.77,10.111,0.0,25.96,0.0,290.8,4,0,4-0
"Cake, cheesecake, commercially prepared",22.5,9.921,25.5,5.5,0.4,326.5,2,0,2-0
"Danish pastry, cheese",21.9,6.794,37.2,8.0,1.0,377.9,2,0,2-0
"Doughnuts, yeast-leavened, with creme filling",24.5,5.43,30.0,6.4,0.8,366.1,2,0,2-0
"Quail, breast, meat only, raw",2.99,0.87,0.0,22.59,0.0,117.3,4,0,4-0
"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",18.04,4.627,0.6,23.42,0.0,258.4,4,0,4-0
"Ruffed Grouse, breast meat, skinless, raw",0.88,0.13,0.0,25.94,0.0,111.7,4,0,4-0
"Emu, ground, raw",4.03,1.022,0.0,22.77,0.0,127.4,4,0,4-0
"Emu, ground, cooked, pan-broiled",4.65,1.242,0.0,28.43,0.0,155.6,4,0,4-0
"Emu, full rump, cooked, broiled",2.68,0.87,0.0,33.67,0.0,158.8,4,0,4-0
"Emu, inside drum, raw",1.49,0.386,0.0,22.22,0.0,102.3,4,0,4-0
"Emu, inside drums, cooked, broiled",2.01,0.654,0.0,32.38,0.0,147.6,4,0,4-0
"Emu, outside drum, raw",0.48,0.122,0.0,23.08,0.0,96.6,4,0,4-0
"Emu, oyster, raw",4.86,1.231,0.0,22.81,0.0,135.0,4,0,4-0
"Ostrich, inside leg, raw",1.72,0.6,0.0,22.39,0.0,105.0,4,0,4-0
"Ostrich, inside leg, cooked",1.94,0.7,0.0,29.01,0.0,133.5,4,0,4-0
"Ostrich, inside strip, raw",2.87,0.923,0.0,23.69,0.0,120.6,4,0,4-0
"Ostrich, inside strip, cooked",4.26,1.71,0.0,29.37,0.0,155.8,4,0,4-0
"Ostrich, oyster, cooked",3.97,1.69,0.0,28.81,0.0,151.0,4,0,4-0
"Ostrich, round, raw",2.4,0.81,0.0,21.99,0.0,109.6,4,0,4-0
"Ostrich, tenderloin, raw",3.19,1.17,0.0,22.07,0.0,117.0,4,0,4-0
"Ostrich, tip trimmed, raw",2.3,0.86,0.0,21.85,0.0,108.1,4,0,4-0
"Turkey, ground, fat free, raw",1.95,0.487,0.0,23.57,0.0,111.8,4,0,4-0
"Turkey, ground, fat free, pan-broiled crumbles",2.71,0.717,0.0,31.69,0.0,151.2,4,0,4-0
"Turkey, ground, fat free, patties, broiled",2.48,0.673,0.0,28.99,0.0,138.3,4,0,4-0
"Turkey, ground, 93% lean, 7% fat, raw",8.34,2.17,0.0,18.73,0.0,150.0,4,0,4-0
"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, braised",5.95,1.601,0.0,23.93,0.0,149.3,4,0,4-0
"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",8.63,2.346,0.0,24.55,0.0,175.9,4,0,4-0
"Chicken, skin (drumsticks and thighs), cooked, braised",42.76,11.914,0.0,14.61,0.0,443.3,2,0,2-0
"Chicken, skin (drumsticks and thighs), raw",44.23,12.102,0.79,9.58,0.0,439.6,2,0,2-0
"Chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",5.0,1.438,0.0,25.34,0.0,146.4,4,0,4-0
"Chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",6.33,1.73,0.0,22.99,0.0,148.9,4,0,4-0
"Chicken, dark meat, thigh, meat only, with added solution, cooked, braised",7.96,2.04,0.0,23.0,0.0,163.6,4,0,4-0
"Chicken, dark meat, thigh, meat only, with added solution, raw",3.69,0.899,0.0,19.11,0.0,109.6,4,0,4-0
"Chicken, dark meat, drumstick, meat and skin, with added solution, raw",8.24,2.334,0.0,18.03,0.0,146.3,4,0,4-0
"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",9.0,2.656,0.05,24.72,0.0,180.1,4,0,4-0
"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",14.62,3.881,0.21,20.7,0.0,215.2,4,0,4-0
"Chicken, dark meat, thigh, meat and skin, with added solution, raw",14.58,3.975,0.0,16.56,0.0,197.5,4,0,4-0
"Turkey from whole, light meat, meat only, with added solution, raw",1.66,0.536,0.0,21.54,0.0,101.1,4,0,4-0
"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",2.08,0.593,0.0,26.97,0.0,126.6,4,0,4-0
"Turkey, skin from whole (light and dark), with added solution, raw",36.8,10.43,0.21,12.29,0.0,381.2,2,0,2-0
"Turkey, skin from whole, (light and dark), with added solution, roasted",40.31,11.356,0.0,22.15,0.0,451.4,2,0,2-0
"Turkey, whole, meat only, with added solution, raw",2.39,0.535,0.14,20.87,0.0,105.6,4,0,4-0
"Turkey, whole, meat only, with added solution, roasted",3.7,1.093,0.0,26.61,0.0,139.7,4,0,4-0
"Turkey, whole, meat and skin, with added solution, raw",9.1,1.7,0.15,19.03,0.0,158.6,4,0,4-0
"Turkey, whole, meat and skin, with added solution, roasted",8.01,2.301,0.0,26.09,0.0,176.4,4,0,4-0
"Turkey, retail parts, wing, meat only, cooked, roasted",5.51,1.357,0.0,30.17,0.0,170.3,4,0,4-0
"Turkey, skin, from retail parts, from dark meat, raw",35.83,10.216,0.0,14.35,0.0,379.9,2,0,2-0
"Turkey, skin, from retail parts, from dark meat, cooked, roasted",35.03,10.184,0.0,24.58,0.0,413.6,2,0,2-0
"Turkey, retail parts, drumstick, meat only, raw",3.97,1.073,0.0,20.52,0.0,117.8,4,0,4-0
"Turkey, breast, from whole bird, meat only, with added solution, raw",1.66,0.536,0.14,21.54,0.0,101.7,4,0,4-0
"Turkey, retail parts, thigh, meat only, cooked, roasted",6.25,2.02,0.46,25.14,0.0,158.6,4,0,4-0
"Turkey, retail parts, drumstick, meat only, cooked, roasted",6.52,1.707,0.0,28.61,0.0,173.1,4,0,4-0
"Olive loaf, pork",16.5,5.85,9.2,11.8,0.0,232.5,4,0,4-0
"Pastrami, turkey",6.21,1.395,3.34,16.3,0.1,134.4,4,0,4-0
"Pate, chicken liver, canned",13.1,4.0,6.55,13.45,0.0,197.9,4,0,4-0
"Pate, goose liver, smoked, canned",43.84,14.45,4.67,11.4,0.0,458.8,2,0,2-0
"Pate, liver, not specified, canned",28.0,9.57,1.5,14.2,0.0,314.8,2,0,2-0
"Luxury loaf, pork",4.8,1.58,4.9,18.4,0.0,136.4,4,0,4-0
"Mother's loaf, pork",22.3,7.95,7.53,12.07,0.0,279.1,2,0,2-0
"Picnic loaf, pork, beef",16.64,6.07,4.76,14.92,0.0,228.5,4,0,4-0
"Pork sausage, link/patty, unprepared",24.8,7.57,0.93,15.39,0.0,288.5,2,0,2-0
"Salami, cooked, beef",22.2,9.865,1.9,12.6,0.0,257.8,4,0,4-0
"Salami, cooked, beef and pork",25.9,9.316,2.4,21.85,0.0,330.1,2,0,2-0
"Salami, cooked, turkey",9.21,2.783,1.55,19.2,0.1,165.9,4,0,4-0
"Salami, dry or hard, pork",33.72,11.89,1.6,22.58,0.0,400.2,2,0,2-0
"Sausage, smoked link sausage, pork and beef (nonfat dry milk added)",27.61,9.72,1.92,13.28,0.0,309.3,2,0,2-0
"Thuringer, cervelat, summer sausage, beef, pork",30.43,11.51,3.33,17.45,0.0,357.0,2,0,2-0
"Turkey breast, sliced, prepackaged",3.77,0.906,2.2,14.81,0.0,102.0,4,0,4-0
"Sausage, Vienna, canned, chicken, beef, pork",19.4,7.125,2.6,10.5,0.0,227.0,4,0,4-0
"Honey roll sausage, beef",10.5,4.08,2.18,18.58,0.0,177.5,4,0,4-0
"Oscar Mayer, Braunschweiger Liver Sausage (sliced)",29.35,10.94,2.6,14.25,0.2,331.6,2,0,2-0
"Oscar Mayer, Chicken Breast (honey glazed)",1.5,0.394,4.3,19.85,0.0,110.1,4,0,4-0
"Oscar Mayer, Ham (chopped with natural juice)",11.15,4.056,3.65,16.3,0.0,180.2,4,0,4-0
"Oscar Mayer, Salami (hard)",28.7,11.085,1.6,25.9,0.0,368.3,2,0,2-0
"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",25.1,8.873,3.4,12.5,0.0,289.5,2,0,2-0
"Luncheon meat, pork with ham, minced, canned, includes Spam (Hormel)",26.6,9.987,4.6,13.4,0.0,311.4,2,0,2-0
"Sausage, Italian, sweet, links",8.42,3.257,2.1,16.13,0.0,148.7,4,0,4-0
"Sausage, Polish, beef with chicken, hot",19.4,8.01,3.6,17.6,0.0,259.4,4,0,4-0
"Sausage, Polish, pork and beef, smoked",26.56,9.207,1.98,12.07,0.0,295.2,2,0,2-0
"Sausage, pork and beef, with cheddar cheese, smoked",25.84,9.482,2.13,12.89,0.0,292.6,2,0,2-0
"Bratwurst, beef and pork, smoked",26.34,6.08,2.0,12.2,0.0,293.9,2,0,2-0
"Pastrami, beef, 98% fat-free",1.16,0.0,1.54,19.6,0.0,95.0,4,0,4-0
"Yachtwurst, with pistachio nuts, cooked",22.6,7.9,1.4,14.8,0.0,268.2,4,0,4-0
"Beerwurst, pork and beef",22.53,8.438,4.27,14.0,0.9,275.8,2,0,2-0
"Chicken breast, fat-free, mesquite flavor, sliced",0.39,0.13,2.25,16.8,0.0,79.7,4,0,4-0
"Chicken breast, oven-roasted, fat-free, sliced",0.39,0.13,2.17,16.79,0.0,79.4,4,0,4-0
"Frankfurter, pork",23.68,8.719,0.28,12.81,0.1,265.5,2,0,2-0
"Macaroni and cheese loaf, chicken, pork and beef",14.96,5.614,11.63,11.76,0.0,228.2,4,0,4-0
"Salami, Italian, pork and beef, dry, sliced, 50% less sodium",26.4,9.75,6.4,21.8,0.0,350.4,2,0,2-0
"Frankfurter, meat",25.76,7.666,4.17,10.26,0.0,289.6,2,0,2-0
"Bologna, chicken, turkey, pork",26.18,7.99,5.65,9.88,0.0,297.7,2,0,2-0
"Pork sausage, link/patty, fully cooked, microwaved",41.66,13.557,0.62,15.12,0.0,437.9,2,0,2-0
"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",8.76,3.014,0.82,28.33,0.0,195.4,4,0,4-0
"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",9.97,3.498,0.88,28.24,0.0,206.2,4,0,4-0
"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",6.95,2.29,0.74,28.48,0.0,179.4,4,0,4-0
"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",5.84,2.1,0.0,22.61,0.0,143.0,4,0,4-0
"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",4.68,1.541,0.0,30.78,0.0,165.2,4,0,4-0
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",5.92,1.742,0.0,29.12,0.0,169.8,4,0,4-0
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",5.25,1.364,0.0,29.35,0.0,164.6,4,0,4-0
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",3.98,1.285,0.0,23.04,0.0,128.0,4,0,4-0
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",15.7,5.566,1.53,24.66,0.0,246.1,4,0,4-0
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",17.21,5.961,1.81,24.24,0.0,259.1,4,0,4-0
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",13.43,4.974,1.1,25.28,0.0,226.4,4,0,4-0
"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",10.6,4.066,1.51,19.7,0.0,180.2,4,0,4-0
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",7.31,2.587,0.0,28.15,0.0,178.4,4,0,4-0
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",8.42,3.053,0.0,28.0,0.0,187.8,4,0,4-0
"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",5.65,1.887,0.0,28.37,0.0,164.3,4,0,4-0
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",15.0,5.35,0.8,26.0,0.0,242.2,4,0,4-0
"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",10.9,3.93,0.0,20.1,0.0,178.5,4,0,4-0
"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",14.1,4.817,0.6,27.4,0.0,238.9,4,0,4-0
"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",15.9,5.454,0.6,26.8,0.0,252.7,4,0,4-0
"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",11.6,3.862,0.4,28.3,0.0,219.2,4,0,4-0
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",12.6,4.043,0.6,20.8,0.0,199.0,4,0,4-0
"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, select, raw",9.3,2.803,0.0,21.6,0.0,170.1,4,0,4-0
"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",18.12,7.938,0.0,17.72,0.0,234.0,4,0,4-0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",10.34,3.917,0.0,28.66,0.0,207.7,4,0,4-0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",7.26,2.713,0.0,29.67,0.0,184.0,4,0,4-0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",9.11,3.435,0.0,29.06,0.0,198.2,4,0,4-0
"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",13.36,5.685,0.0,21.13,0.0,204.8,4,0,4-0
